user_id,gender,income_level,age,minutes_viewed,country_code,platform,characteristics,ml_output
798863917363,Male,Low,25 - 34,495,PH,android,player,
798863917435,Male,Low,< 18,433,PH,android,player,
798863917446,Female,Low,18 - 24,119,PH,android,casual,
798863917464,Male,Low,35 - 44,114,ID,android,Social Media Fans,
798863917469,Male,Low,35 - 44,0,ID,android,casual,
798863917489,Female,Low,25 - 34,1284,PH,android,player,
798863917491,Male,Low,25 - 34,131,ID,android,Social Media Fans,
798863917497,Male,Low,18 - 24,250,ID,android,casual,
798863917504,Female,Low,< 18,91,ID,android,Social Media Fans,
798863917551,Male,Medium,35 - 44,0,ID,android,casual,
798863917556,Male,Low,< 18,1532,PH,android,Movies Lovers,
798863917559,Female,Medium,35 - 44,24,NP,android,casual,
798863917610,Male,High,35 - 44,282,PH,android,Social Media Fans,
798863917615,Male,Medium,25 - 34,978,ID,android,Social Media Fans,
798863917636,Male,Medium,25 - 34,2,NP,android,casual,
798863917648,Male,Low,35 - 44,43,ID,android,Movies Lovers,
807453851686,Male,Low,25 - 34,304,ID,android,player,
807453851691,Male,Low,35 - 44,7,ID,android,casual,
807453851698,Female,Medium,18 - 24,39,ID,android,casual,
807453851709,Male,High,25 - 34,165,ID,iOS,casual,
807453851711,Female,Low,< 18,1808,MY,android,TV Lovers,
807453851714,Male,Medium,< 18,101,MY,iOS,casual,
807453851720,Male,High,< 18,0,PH,iOS,casual,
807453851724,Female,Medium,18 - 24,380,ID,android,player,
807453851725,Male,High,35 - 44,60,MY,iOS,casual,
807453851727,Male,Medium,25 - 34,2,PH,android,casual,
807453851733,Male,Low,25 - 34,360,MY,android,player,
807453851739,Male,Low,25 - 34,88,ID,android,casual,
807453851747,Male,Medium,35 - 44,210,NP,android,casual,
807453851749,Female,Medium,25 - 34,0,PH,android,Travellers,
807453851759,Male,Medium,25 - 34,103,MY,android,player,
807453851761,Female,Low,35 - 44,7,PH,android,casual,
807453851803,Female,High,18 - 24,1813,ID,iOS,player,
807453851804,Female,Low,< 18,0,ID,android,casual,
807453851809,Female,Low,25 - 34,80,NP,android,casual,
807453851813,Female,Low,18 - 24,12,MY,android,casual,
807453851822,Female,Medium,< 18,393,ID,android,player,
807453851833,Male,Low,< 18,127,ID,android,casual,
807453851836,Female,High,18 - 24,101,TH,android,casual,
807453851860,Female,High,45 - 54,327,ID,iOS,casual,
807453851866,Female,Medium,25 - 34,223,NP,iOS,player,
807453851872,Female,High,18 - 24,9,KH,iOS,casual,
807453851874,Female,High,25 - 34,1780,ID,iOS,addict,
807453851879,Female,Low,< 18,18,ID,android,casual,
807453851881,Female,Low,< 18,604,ID,android,addict,
807453851885,Male,Low,25 - 34,63,NP,android,casual,
807453851919,Male,Low,25 - 34,338,ID,android,Social Media Fans,
807453851928,Male,High,25 - 34,105,KH,iOS,Social Media Fans,
807453851942,Male,Low,35 - 44,386,PH,android,Social Media Fans,
807453851958,Female,Medium,18 - 24,378,ID,android,player,
807453851961,Female,Medium,25 - 34,776,PH,android,player,
807453852011,Male,Low,25 - 34,292,NP,android,player,
807453852022,Male,Low,< 18,109,ID,android,casual,
807453852032,Female,Low,25 - 34,403,PH,android,player,
807453852036,Male,Low,25 - 34,116,ID,android,casual,
807453852039,Male,Low,18 - 24,495,ID,android,casual,
807453852046,Male,Low,25 - 34,139,BD,android,casual,
807453852055,Female,Low,18 - 24,738,MY,android,casual,
807453852067,Male,Low,18 - 24,350,ID,android,player,
807453852073,Female,Medium,18 - 24,37,MY,android,casual,
807453852093,Female,Low,25 - 34,180,TH,android,Social Media Fans,
807453852114,Male,Medium,18 - 24,21,PH,android,Social Media Fans,
807453852130,Female,Medium,25 - 34,125,NP,android,casual,
807453852163,Female,Medium,< 18,111,PH,android,Social Media Fans,
816043786275,Male,Low,18 - 24,8,ID,android,casual,
816043786283,Female,Medium,25 - 34,132,ID,android,Travellers,
816043786293,Female,Low,18 - 24,0,ID,android,casual,
816043786296,Male,Low,18 - 24,408,ID,android,player,
816043786304,Female,Low,25 - 34,478,ID,android,casual,
816043786315,Male,Low,25 - 34,4,NP,android,casual,
816043786317,Female,Low,25 - 34,588,ID,android,casual,
816043786318,Female,Low,25 - 34,0,ID,android,casual,
816043786321,Female,Medium,< 18,169,NP,android,casual,
816043786325,Male,Low,25 - 34,102,NP,web,casual,
816043786326,Male,Medium,35 - 44,4,NP,android,casual,
816043786332,Male,Low,25 - 34,0,PH,android,casual,
816043786338,Female,Medium,18 - 24,171,ID,android,casual,
816043786341,Male,Low,18 - 24,0,NP,android,casual,
816043786342,Female,Low,18 - 24,1,PH,android,casual,
816043786345,Male,Medium,25 - 34,83,PH,webOS,casual,
816043786353,Male,Medium,25 - 34,664,NP,iOS,addict,
816043786379,Female,Low,45 - 54,44,ID,android,casual,
816043786380,Female,Medium,25 - 34,3711,ID,android,Mobile Enthusiasts,
816043786382,Female,Medium,< 18,2,ID,android,casual,
816043786387,Female,Low,25 - 34,176,ID,android,casual,
816043786394,Male,Medium,18 - 24,0,ID,android,casual,
816043786395,Male,Medium,25 - 34,57,PH,android,casual,
816043786401,Male,Low,25 - 34,110,BD,android,casual,
816043786408,Male,Low,25 - 34,122,ID,android,casual,
816043786414,Male,Medium,25 - 34,461,NP,android,player,
816043786416,Female,Low,25 - 34,207,PH,android,casual,
816043786419,Female,High,45 - 54,1,MY,android,casual,
816043786421,Female,Low,18 - 24,1,PH,android,casual,
816043786429,Female,Medium,25 - 34,106,ID,iOS,casual,
816043786438,Male,Low,35 - 44,421,MY,android,player,
816043786443,Female,Low,18 - 24,342,ID,android,player,
816043786456,Male,Low,25 - 34,556,NP,android,Travellers,
816043786466,Female,Low,18 - 24,8,ID,android,casual,
816043786467,Male,Medium,25 - 34,6,PH,android,casual,
816043786468,Female,Low,25 - 34,60,PH,android,casual,
816043786471,Male,Low,35 - 44,34,PH,android,Movies Lovers,
816043786493,Female,High,25 - 34,2,ID,iOS,Social Media Fans,
816043786520,Male,Low,25 - 34,956,ID,android,player,
816043786540,Male,Low,45 - 54,8,NP,android,Social Media Fans,
816043786559,Male,Medium,35 - 44,86,PH,android,Social Media Fans,
816043786562,Female,Low,25 - 34,706,MY,android,Social Media Fans,
816043786575,Female,Medium,18 - 24,775,PH,android,Social Media Fans,
816043786623,Female,Medium,35 - 44,454,ID,android,Social Media Fans,
816043786633,Male,Low,18 - 24,11,MY,android,Social Media Fans,
816043786661,Female,Low,25 - 34,0,ID,android,Social Media Fans,
816043786672,Female,Low,25 - 34,126,PH,android,Social Media Fans,
816043786681,Female,Medium,25 - 34,573,PH,android,Social Media Fans,
816043786687,Female,Low,< 18,3,PH,android,casual,
816043786689,Male,Medium,18 - 24,766,PH,android,player,
816043786695,Female,Low,18 - 24,604,PH,android,Social Media Fans,
816043786731,Male,Low,18 - 24,111,ID,android,casual,
816043786751,Female,Medium,18 - 24,62,KH,android,Social Media Fans,
816043786779,Female,Low,25 - 34,380,ID,android,Movies Lovers,
824633720893,Female,Medium,25 - 34,1,ID,iOS,player,
824633720895,Female,Medium,35 - 44,99,PH,android,player,
824633720897,Female,Medium,25 - 34,187,ID,android,casual,
824633720909,Male,Medium,25 - 34,0,NP,android,casual,
824633720912,Female,Low,< 18,219,ID,android,casual,
824633720913,Female,Low,< 18,127,NP,android,player,
824633720915,Male,Medium,25 - 34,0,NP,android,casual,
824633720916,Female,Low,25 - 34,391,ID,android,addict,
824633720924,Male,Low,18 - 24,353,ID,android,player,
824633720930,Male,Low,25 - 34,97,NP,android,player,
824633720933,Female,Medium,25 - 34,55,ID,android,casual,
824633720939,Female,High,35 - 44,39,PH,iOS,casual,
824633720940,Male,Medium,18 - 24,0,MY,android,casual,
824633720944,Male,Medium,45 - 54,0,MY,android,Travellers,
824633720950,Female,Low,25 - 34,0,ID,android,casual,
824633720955,Female,Low,18 - 24,0,ID,android,casual,
824633720959,Female,Medium,18 - 24,1673,ID,android,Movies Lovers,
824633720961,Female,Low,< 18,124,ID,android,casual,
824633720966,Female,Medium,25 - 34,148,MY,android,casual,
824633720969,Female,Low,25 - 34,150,PH,android,casual,
824633720973,Female,Low,25 - 34,658,PH,android,player,
824633720975,Female,Low,< 18,2089,MY,android,Mobile Enthusiasts,
824633720977,Female,Low,25 - 34,172,ID,android,casual,
824633720984,Female,Low,< 18,0,NP,android,casual,
824633720989,Female,High,18 - 24,2211,ID,iOS,TV Lovers,
824633720990,Female,Medium,35 - 44,218,ID,android,casual,
824633720995,Female,Low,< 18,5,PH,android,casual,
824633721001,Female,Low,25 - 34,0,PH,android,casual,
824633721017,Female,Low,18 - 24,1340,ID,android,addict,
824633721025,Female,Medium,18 - 24,194,PH,android,casual,
824633721026,Female,Low,25 - 34,1194,PH,android,player,
824633721029,Female,Low,18 - 24,324,PH,android,player,
824633721032,Female,Low,< 18,366,NP,android,addict,
824633721040,Male,Medium,< 18,255,ID,android,casual,
824633721064,Female,Low,18 - 24,1049,PH,android,Movies Lovers,
824633721076,Female,Low,18 - 24,36,ID,android,casual,
824633721113,Female,Medium,25 - 34,97,PH,android,Social Media Fans,
824633721129,Female,Low,25 - 34,285,NP,android,casual,
824633721138,Female,Low,25 - 34,484,PH,android,player,
824633721195,Male,Low,< 18,102,ID,android,Social Media Fans,
824633721259,Female,Low,< 18,1857,ID,android,addict,
824633721274,Female,Medium,35 - 44,207,PH,android,player,
824633721347,Male,Medium,25 - 34,73,ID,android,Social Media Fans,
824633721356,Male,Low,25 - 34,2,ID,android,Social Media Fans,
824633721362,Male,High,25 - 34,61,ID,iOS,Social Media Fans,
824633721419,Female,Medium,< 18,119,ID,android,casual,
824633721423,Female,High,35 - 44,72,TH,web,Movies Lovers,
824633721428,Female,Medium,35 - 44,43,PH,android,Social Media Fans,
833223655466,Female,Medium,25 - 34,1,PH,android,casual,
833223655471,Female,High,18 - 24,10,PH,android,casual,
833223655481,Male,High,35 - 44,0,ID,iOS,Travellers,
833223655482,Female,Low,35 - 44,396,ID,android,casual,
833223655483,Female,Medium,45 - 54,19,NP,android,casual,
833223655484,Male,Low,25 - 34,1,ID,android,casual,
833223655486,Female,Medium,25 - 34,1008,ID,android,player,
833223655499,Male,Medium,25 - 34,29,ID,android,player,
833223655500,Female,Medium,18 - 24,118,NP,android,casual,
833223655509,Male,Low,35 - 44,6,ID,android,casual,
833223655512,Female,Medium,25 - 34,0,ID,android,casual,
833223655518,Male,Low,18 - 24,631,ID,android,player,
833223655531,Female,Medium,25 - 34,60,MY,iOS,casual,
833223655533,Male,Low,25 - 34,301,MY,android,player,
833223655534,Male,Medium,55+,82,MY,android,casual,
833223655542,Male,Medium,25 - 34,0,PH,android,casual,
833223655560,Male,Low,25 - 34,713,ID,android,addict,
833223655567,Male,Low,35 - 44,1938,ID,android,player,
833223655568,Female,Low,25 - 34,1158,PH,android,player,
833223655572,Female,High,35 - 44,108,ID,Samsung Tizen,player,
833223655576,Female,Medium,25 - 34,106,ID,android,casual,
833223655589,Female,Medium,18 - 24,289,PH,android,casual,
833223655599,Female,Low,18 - 24,132,ID,android,casual,
833223655617,Female,Medium,25 - 34,0,ID,android,casual,
833223655650,Female,Medium,25 - 34,116,ID,android,Movies Lovers,
833223655659,Male,Low,35 - 44,6,ID,android,Mobile Enthusiasts,
833223655698,Male,Medium,35 - 44,4,NP,android,Social Media Fans,
833223655713,Male,Medium,18 - 24,499,MY,android,Social Media Fans,
833223655715,Female,Medium,35 - 44,1341,PH,android,Movies Lovers,
833223655740,Male,Medium,25 - 34,328,MY,iOS,Social Media Fans,
833223655762,Male,Medium,< 18,304,ID,android,Social Media Fans,
833223655774,Female,Low,18 - 24,1224,ID,android,player,
833223655778,Female,Low,< 18,0,PH,android,casual,
833223655820,Female,Low,25 - 34,14,PH,android,casual,
833223655829,Female,Medium,45 - 54,106,TH,android,casual,
833223655832,Male,Medium,< 18,195,PH,android,Social Media Fans,
833223655834,Female,Medium,< 18,15,PH,android,Social Media Fans,
833223655878,Female,Low,18 - 24,0,ID,android,Social Media Fans,
833223655880,Female,Medium,25 - 34,65,PH,android,casual,
833223655883,Female,Low,25 - 34,436,PH,android,Social Media Fans,
833223655902,Female,Medium,35 - 44,1,ID,android,casual,
833223655917,Female,Low,18 - 24,400,TH,android,casual,
833223655923,Male,Low,25 - 34,1,ID,android,Social Media Fans,
833223655946,Female,Medium,18 - 24,94,ID,android,casual,
841813590051,Female,Medium,25 - 34,203,MY,android,casual,
841813590056,Male,Low,< 18,74,ID,android,casual,
841813590074,Female,Low,25 - 34,1,ID,android,casual,
841813590078,Male,Low,25 - 34,114,ID,android,casual,
841813590080,Male,Low,25 - 34,0,NP,android,casual,
841813590081,Female,Medium,25 - 34,0,ID,android,casual,
841813590082,Female,Low,< 18,156,ID,android,Movies Lovers,
841813590087,Female,High,25 - 34,3,TH,android,Movies Lovers,
841813590088,Female,Medium,18 - 24,0,ID,android,player,
841813590089,Male,Medium,18 - 24,567,ID,android,player,
841813590093,Female,High,< 18,1099,MM,iOS,addict,
841813590094,Male,Low,25 - 34,112,ID,android,casual,
841813590105,Male,Low,25 - 34,64,MY,android,casual,
841813590107,Male,Low,25 - 34,0,NP,android,casual,
841813590115,Male,Low,35 - 44,466,ID,android,player,
841813590116,Male,Medium,25 - 34,158,ID,android,casual,
841813590133,Female,Low,35 - 44,21,PH,android,casual,
841813590134,Female,Medium,25 - 34,0,ID,android,casual,
841813590138,Male,Medium,25 - 34,218,ID,android,casual,
841813590144,Female,Low,25 - 34,0,NP,android,casual,
841813590146,Male,Medium,18 - 24,39,PH,android,casual,
841813590147,Female,Medium,18 - 24,1,PH,android,casual,
841813590148,Female,Low,25 - 34,100,PH,android,player,
841813590153,Male,Medium,25 - 34,508,ID,android,player,
841813590176,Female,Low,< 18,162,PH,android,casual,
841813590179,Female,Low,18 - 24,19,PH,android,casual,
841813590180,Female,Low,25 - 34,0,NP,android,casual,
841813590189,Male,Medium,35 - 44,7,PH,android,casual,
841813590195,Female,Medium,18 - 24,72,KH,android,casual,
841813590200,Male,High,25 - 34,362,ID,iOS,player,
841813590209,Female,Medium,25 - 34,112,ID,android,casual,
841813590213,Female,Low,25 - 34,2,MY,android,casual,
841813590238,Male,Low,45 - 54,423,PH,android,player,
841813590250,Male,Low,25 - 34,1887,ID,android,Social Media Fans,
841813590268,Female,High,25 - 34,1623,MY,android,Social Media Fans,
841813590272,Female,Low,25 - 34,157,PH,android,Social Media Fans,
841813590274,Female,Low,18 - 24,7,PH,android,Social Media Fans,
841813590282,Female,High,< 18,17,PH,android,casual,
841813590287,Female,Medium,< 18,164,PH,android,player,
841813590358,Female,Medium,18 - 24,30,PH,android,Social Media Fans,
841813590359,Female,Low,18 - 24,454,PH,android,player,
841813590370,Male,Low,25 - 34,228,PH,android,casual,
841813590391,Female,Medium,18 - 24,134,MY,android,casual,
841813590418,Female,Low,25 - 34,4227,ID,android,TV Lovers,
841813590437,Male,Medium,25 - 34,1601,ID,android,Social Media Fans,
841813590452,Male,High,< 18,6,PH,iOS,Social Media Fans,
841813590485,Male,Low,< 18,11,ID,android,casual,
841813590505,Female,Low,18 - 24,14,ID,android,casual,
841813590520,Male,Medium,18 - 24,11,ID,android,casual,
841813590527,Female,Low,18 - 24,190,ID,android,Social Media Fans,
850403524638,Female,Medium,25 - 34,51,ID,web,casual,
850403524667,Female,Medium,25 - 34,0,ID,android,casual,
850403524672,Male,Medium,25 - 34,56,NP,android,casual,
850403524675,Female,Low,25 - 34,41,ID,android,casual,
850403524676,Female,Low,25 - 34,330,NP,android,player,
850403524681,Male,Medium,35 - 44,5,MY,android,casual,
850403524687,Female,Medium,< 18,256,NP,android,casual,
850403524689,Female,Low,18 - 24,132,ID,android,casual,
850403524701,Female,Low,25 - 34,264,ID,android,casual,
850403524721,Female,Medium,25 - 34,31,ID,android,casual,
850403524722,Female,High,25 - 34,123,ID,iOS,casual,
850403524731,Male,Medium,25 - 34,1,NP,android,casual,
850403524735,Female,Medium,35 - 44,6,ID,android,casual,
850403524736,Female,Medium,18 - 24,0,ID,android,casual,
850403524737,Male,High,25 - 34,42,NP,iOS,casual,
850403524741,Female,Low,25 - 34,6,MY,android,casual,
850403524759,Female,Low,18 - 24,4,TH,android,casual,
850403524778,Male,Medium,18 - 24,427,ID,android,player,
850403524784,Male,Low,35 - 44,84,ID,android,casual,
850403524789,Female,Low,18 - 24,794,ID,android,player,
850403524801,Female,Low,25 - 34,1,NP,android,casual,
850403524819,Female,Low,25 - 34,231,PH,android,player,
850403524822,Female,Low,25 - 34,1,MY,android,casual,
850403524851,Male,Medium,< 18,175,ID,android,Movies Lovers,
850403524864,Male,Low,25 - 34,5,ID,android,Social Media Fans,
850403524881,Male,Medium,25 - 34,480,ID,android,Social Media Fans,
850403524885,Male,Medium,18 - 24,762,PH,android,casual,
850403524906,Female,Low,18 - 24,335,MY,android,player,
850403524910,Female,Low,25 - 34,21,ID,android,Social Media Fans,
850403524915,Female,Medium,< 18,803,MY,android,Social Media Fans,
850403524920,Female,Low,25 - 34,0,PH,android,casual,
850403524960,Male,Low,35 - 44,130,MY,android,Social Media Fans,
850403524984,Female,Medium,25 - 34,618,PH,android,Social Media Fans,
850403525022,Male,Medium,18 - 24,646,ID,android,Social Media Fans,
850403525049,Female,Low,< 18,1,MY,android,Social Media Fans,
850403525083,Female,Medium,< 18,9,ID,android,Social Media Fans,
850403525111,Male,Medium,18 - 24,1,NP,android,Social Media Fans,
850403525131,Female,Medium,25 - 34,0,ID,android,Social Media Fans,
850403525150,Male,Medium,25 - 34,43,NP,android,Mobile Enthusiasts,
858993459260,Female,Low,18 - 24,10,ID,android,casual,
858993459261,Female,Medium,18 - 24,95,ID,android,player,
858993459262,Male,Low,35 - 44,1688,BD,android,Movies Lovers,
858993459267,Male,Low,18 - 24,14,MY,android,casual,
858993459268,Female,Low,18 - 24,7,ID,android,casual,
858993459270,Female,Medium,35 - 44,4376,PH,android,Mobile Enthusiasts,
858993459275,Female,Low,25 - 34,1045,PH,android,player,
858993459278,Female,Low,25 - 34,0,NP,android,casual,
858993459279,Female,High,25 - 34,1,PH,android,casual,
858993459285,Male,Low,35 - 44,2,PH,android,casual,
858993459287,Female,Low,18 - 24,0,ID,android,casual,
858993459290,Male,Low,35 - 44,276,NP,android,casual,
858993459291,Female,Medium,25 - 34,132,NP,android,player,
858993459295,Female,Medium,25 - 34,8,ID,android,casual,
858993459296,Female,Medium,18 - 24,7,PH,android,player,
858993459297,Female,Medium,18 - 24,0,MY,android,casual,
858993459300,Male,Medium,25 - 34,2,PK,android,casual,
858993459304,Male,Medium,< 18,11,ID,android,casual,
858993459307,Female,Low,18 - 24,24,MY,android,casual,
858993459324,Male,Low,< 18,209,NP,android,casual,
858993459332,Male,Medium,25 - 34,2,MY,android,casual,
858993459333,Female,Medium,25 - 34,26,TH,android,casual,
858993459334,Female,Medium,25 - 34,6,ID,android,Mobile Enthusiasts,
858993459343,Male,Low,25 - 34,2,ID,android,casual,
858993459353,Female,Medium,18 - 24,2335,PH,android,Movies Lovers,
858993459359,Male,High,25 - 34,285,NP,iOS,player,
858993459364,Female,Medium,18 - 24,431,PH,android,player,
858993459367,Female,Low,< 18,16,PH,android,casual,
858993459381,Male,Low,55+,42,NP,android,player,
858993459383,Female,Medium,25 - 34,21,PH,android,casual,
858993459386,Male,Low,25 - 34,234,ID,android,player,
858993459409,Male,Low,18 - 24,96,ID,android,casual,
858993459416,Female,Medium,< 18,263,ID,android,casual,
858993459417,Female,Low,25 - 34,1,ID,android,casual,
858993459420,Male,Medium,35 - 44,4,ID,android,casual,
858993459444,Male,Medium,35 - 44,23,KH,android,casual,
858993459447,Female,Low,35 - 44,356,PH,android,casual,
858993459451,Male,Medium,< 18,421,ID,android,Social Media Fans,
858993459452,Female,Medium,18 - 24,2595,PH,android,Social Media Fans,
858993459457,Male,Low,45 - 54,1880,MY,android,TV Lovers,
858993459469,Female,Medium,18 - 24,866,NP,android,Social Media Fans,
858993459470,Female,Medium,18 - 24,6,PH,android,casual,
858993459478,Male,Medium,25 - 34,33,ID,android,casual,
858993459479,Female,Medium,25 - 34,8,ID,android,Social Media Fans,
858993459483,Female,Low,18 - 24,193,ID,android,Social Media Fans,
858993459529,Female,Medium,25 - 34,8,PH,android,casual,
858993459580,Male,Medium,35 - 44,156,ID,android,Social Media Fans,
858993459606,Female,Low,< 18,2270,ID,android,Movies Lovers,
858993459623,Male,Low,18 - 24,88,MY,android,Social Media Fans,
858993459627,Female,Medium,25 - 34,480,ID,android,Social Media Fans,
858993459649,Female,Low,25 - 34,0,PH,android,casual,
858993459691,Male,Low,25 - 34,126,ID,android,casual,
858993459723,Female,High,25 - 34,554,NP,iOS,casual,
858993459739,Male,Medium,25 - 34,28,ID,android,casual,
858993459746,Male,Medium,18 - 24,23,PH,android,Social Media Fans,
858993459759,Female,Medium,18 - 24,218,PH,android,casual,
867583393824,Female,Medium,25 - 34,109,PH,android,casual,
867583393829,Male,Medium,25 - 34,23,ID,android,casual,
867583393849,Female,Medium,25 - 34,112,ID,android,casual,
867583393850,Male,Low,25 - 34,0,MY,android,casual,
867583393851,Male,Low,18 - 24,2,NP,android,casual,
867583393852,Male,High,35 - 44,129,PH,android,player,
867583393857,Female,Low,25 - 34,2848,ID,android,TV Lovers,
867583393858,Male,Low,25 - 34,315,NP,android,player,
867583393859,Male,Low,25 - 34,1,NP,android,player,
867583393866,Male,Low,18 - 24,3,ID,android,casual,
867583393871,Male,Medium,25 - 34,18,NP,android,casual,
867583393872,Female,Medium,25 - 34,1,ID,android,casual,
867583393874,Female,Medium,25 - 34,5,MM,android,casual,
867583393880,Female,Medium,25 - 34,10,MY,iOS,casual,
867583393882,Female,Medium,25 - 34,66,ID,android,casual,
867583393886,Female,Low,25 - 34,149,PH,android,Movies Lovers,
867583393889,Female,Low,25 - 34,538,ID,android,player,
867583393902,Female,High,25 - 34,0,PH,iOS,casual,
867583393905,Male,High,25 - 34,1337,TH,Samsung Orsay,player,
867583393908,Female,High,< 18,0,NP,android,casual,
867583393917,Female,Low,< 18,515,ID,android,player,
867583393918,Male,Low,25 - 34,0,MY,android,casual,
867583393919,Female,Low,18 - 24,19,ID,android,casual,
867583393930,Female,Medium,18 - 24,20,PH,android,casual,
867583393941,Male,Low,< 18,0,PH,android,casual,
867583393943,Male,Low,25 - 34,607,NP,android,player,
867583393947,Female,Low,< 18,73,ID,android,casual,
867583393949,Male,Medium,35 - 44,0,BD,android,casual,
867583393951,Female,Medium,18 - 24,451,PH,android,player,
867583393958,Male,Medium,35 - 44,0,PH,android,casual,
867583393960,Female,Low,25 - 34,14,ID,android,casual,
867583393973,Female,Low,18 - 24,104,PH,android,player,
867583394043,Female,Low,25 - 34,7,ID,android,casual,
867583394072,Male,Low,25 - 34,134,MY,android,casual,
867583394157,Female,Low,18 - 24,30,PH,android,Social Media Fans,
867583394174,Male,Low,< 18,1287,PH,android,Movies Lovers,
867583394205,Female,Medium,25 - 34,104,PH,googlecast,casual,
867583394256,Female,Low,25 - 34,43,MY,android,casual,
867583394277,Male,High,< 18,5,KH,android,Social Media Fans,
867583394312,Female,Medium,25 - 34,80,PH,android,casual,
867583394317,Male,Low,< 18,47,ID,android,casual,
876173328445,Female,Low,< 18,251,PH,android,casual,
876173328446,Female,Low,18 - 24,55,ID,android,Travellers,
876173328450,Female,Low,< 18,407,ID,android,casual,
876173328451,Male,Medium,35 - 44,24,NP,android,casual,
876173328456,Female,Medium,25 - 34,416,ID,iOS,player,
876173328460,Female,Medium,25 - 34,18,ID,android,casual,
876173328462,Female,Low,18 - 24,355,ID,android,player,
876173328463,Female,Low,< 18,19,ID,android,casual,
876173328464,Male,High,25 - 34,1,NP,iOS,casual,
876173328467,Male,Low,25 - 34,3,BD,android,casual,
876173328468,Male,Low,18 - 24,93,PH,android,casual,
876173328474,Female,Medium,25 - 34,218,ID,iOS,player,
876173328476,Male,High,25 - 34,0,BD,android,casual,
876173328477,Female,Medium,25 - 34,3,ID,android,casual,
876173328479,Male,Low,25 - 34,243,PH,android,casual,
876173328523,Female,Medium,25 - 34,85,NP,android,casual,
876173328528,Female,Medium,25 - 34,2,ID,android,casual,
876173328541,Male,Low,18 - 24,575,ID,android,player,
876173328544,Female,Low,45 - 54,1234,NP,android,addict,
876173328549,Female,Medium,25 - 34,121,ID,android,casual,
876173328558,Male,Low,18 - 24,16,PH,android,casual,
876173328559,Male,High,18 - 24,17,TH,iOS,casual,
876173328599,Female,Medium,25 - 34,0,NP,android,casual,
876173328600,Male,Medium,18 - 24,20,PH,android,casual,
876173328603,Male,Medium,< 18,24,NP,android,casual,
876173328677,Female,Low,18 - 24,92,ID,android,Social Media Fans,
876173328688,Female,Low,25 - 34,5,ID,android,player,
876173328689,Male,Low,35 - 44,292,ID,android,casual,
876173328697,Male,Low,< 18,109,ID,android,casual,
876173328709,Female,Low,18 - 24,197,ID,android,Social Media Fans,
876173328715,Male,Medium,25 - 34,131,ID,android,casual,
876173328771,Female,Medium,< 18,1252,ID,android,Social Media Fans,
876173328774,Female,Medium,18 - 24,1473,PH,android,Social Media Fans,
876173328779,Female,Medium,18 - 24,628,PH,android,player,
876173328787,Female,Low,18 - 24,1,ID,android,casual,
876173328801,Female,Low,18 - 24,129,ID,android,player,
876173328922,Male,Low,25 - 34,1504,PH,android,casual,
884763263013,Male,High,25 - 34,185,ID,iOS,player,
884763263037,Female,Medium,25 - 34,24,ID,android,casual,
884763263042,Male,High,35 - 44,97,PH,android,casual,
884763263043,Male,Medium,25 - 34,93,ID,android,casual,
884763263044,Male,Low,25 - 34,9,NP,android,casual,
884763263046,Male,Medium,25 - 34,370,NP,android,casual,
884763263054,Female,Low,25 - 34,43,BD,android,casual,
884763263057,Female,Low,18 - 24,0,PH,android,casual,
884763263059,Male,Low,35 - 44,257,ID,android,player,
884763263062,Female,Low,25 - 34,0,ID,android,casual,
884763263063,Female,Low,25 - 34,475,ID,android,addict,
884763263068,Female,Low,18 - 24,1284,ID,android,addict,
884763263070,Female,Medium,25 - 34,368,PH,android,player,
884763263079,Female,Medium,18 - 24,1,ID,android,casual,
884763263080,Male,High,25 - 34,175,ID,android,casual,
884763263082,Male,Medium,45 - 54,2,MY,android,casual,
884763263085,Female,Medium,18 - 24,0,NP,android,casual,
884763263095,Male,High,25 - 34,147,MY,iOS,casual,
884763263100,Male,Low,35 - 44,89,ID,android,Movies Lovers,
884763263102,Female,Low,25 - 34,323,NP,android,casual,
884763263110,Male,Low,18 - 24,98,ID,android,casual,
884763263113,Female,Low,< 18,1,MY,android,casual,
884763263114,Female,Low,18 - 24,1,NP,android,casual,
884763263116,Female,Medium,25 - 34,47,PH,android,casual,
884763263120,Male,Low,18 - 24,3,PH,android,casual,
884763263135,Female,Low,25 - 34,269,MY,android,casual,
884763263139,Female,Low,25 - 34,3955,ID,android,addict,
884763263147,Male,Low,18 - 24,311,ID,android,player,
884763263163,Male,Medium,18 - 24,294,ID,android,Movies Lovers,
884763263189,Female,Low,< 18,15,PH,android,Movies Lovers,
884763263209,Male,Medium,25 - 34,803,NP,android,Social Media Fans,
884763263210,Female,Low,< 18,199,ID,android,Social Media Fans,
884763263262,Female,Low,25 - 34,3435,PH,android,Social Media Fans,
884763263292,Male,Low,25 - 34,156,MY,android,casual,
884763263316,Female,High,18 - 24,110,ID,iOS,player,
884763263348,Male,Low,18 - 24,85,PH,android,casual,
884763263357,Female,Medium,25 - 34,5,PH,android,casual,
884763263370,Male,High,18 - 24,482,ID,iOS,player,
884763263373,Female,Low,25 - 34,185,TH,android,Social Media Fans,
884763263413,Male,Low,25 - 34,3,MY,android,Social Media Fans,
884763263501,Female,Low,25 - 34,87,MY,android,Social Media Fans,
893353197621,Female,High,< 18,0,KH,iOS,casual,
893353197623,Male,Low,18 - 24,3,MY,android,casual,
